SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_N000002366	SAMEA2732729	ERS493270	TARA_131	TARA_20110930T2058Z_131_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	110	108	112	180	2000	TARA_131_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110930T2058Z_131_EVENT_NET_DCM_(110m)_SEQ-(500mL-or-15min)_N180-2000_N000002366	"tara_20110930t0252z_131_event_cast,tara_20110929t1933z_131_event_cast"	5.4394-9.1801	P00DT18H06M	2	0.003	0.003	0.01	0.017	0.017	0.0172	0.0172	0.0172	0.0172	0.0172	0.006	0.006	0.006	0.006	0.006	1.5308	1.5308	1.6413	1.7518	1.7518
TARA_N000002350	SAMEA2623035	ERS493262	TARA_131	TARA_20110930T1738Z_131_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	110	106	115	0.8	0.8	TARA_131_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110930T1738Z_131_Combined-EVENTS_CAST_DCM_(110m)_SEQ-(100L-or-15min)_W>0.8_N000002350	"tara_20110930t0252z_131_event_cast,tara_20110929t1933z_131_event_cast"	3.9037-10.3685	P00DT14H45M	2	0.003	0.003	0.01	0.017	0.017	0.0172	0.0172	0.0172	0.0172	0.0172	0.006	0.006	0.006	0.006	0.006	1.5308	1.5308	1.6413	1.7518	1.7518
TARA_N000002360	SAMEA2732135	ERS493237	TARA_131	TARA_20110930T0225Z_131_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_131_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110930T0225Z_131_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002360	"tara_20110930t0252z_131_event_cast,tara_20110929t1933z_131_event_cast"	1.6383-4.9639	P00DT00H26M	2	0	0	0.0015	0.003	0.003	0.0452	0.0452	0.0457	0.0462	0.0462	0.008	0.008	0.018	0.028	0.028	1.0408	1.0408	1.0473	1.0538	1.0538
TARA_N000002348	SAMEA2623016	ERS493222	TARA_131	TARA_20110929T1923Z_131_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_131_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110929T1923Z_131_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002348	"tara_20110929t1933z_131_event_cast,tara_20110930t0252z_131_event_cast"	0.59695-7.0315	P00DT00H06M	2	0	0	0.0015	0.003	0.003	0.0452	0.0452	0.0457	0.0462	0.0462	0.008	0.008	0.018	0.028	0.028	1.0408	1.0408	1.0473	1.0538	1.0538
TARA_N000002295	SAMEA2732042	ERS493092	TARA_128	TARA_20110905T1707Z_128_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	5	20	TARA_128_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110905T1707Z_128_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N5-20_N000002295	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	1.6441-4.0841	P00DT17H52M	1	0.2835	0.2835	0.2835	0.2835	0.2835	0.54925	0.54925	0.54925	0.54925	0.54925	5.264	5.264	5.264	5.264	5.264	2.7405	2.7405	2.7405	2.7405	2.7405
TARA_N000002293	SAMEA2731992	ERS493086	TARA_128	TARA_20110905T1638Z_128_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_128_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110905T1638Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002293	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	2.7884-5.5	P00DT17H23M	1	0.2715	0.2715	0.2715	0.2715	0.2715	0.53975	0.53975	0.53975	0.53975	0.53975	5.0815	5.0815	5.0815	5.0815	5.0815	2.668	2.668	2.668	2.668	2.668
TARA_N000002299	SAMEA2731945	ERS493080	TARA_128	TARA_20110905T0300Z_128_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_128_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110905T0300Z_128_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000002299	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	15.2083-19.5138	P00DT03H45M	1	0.2835	0.2835	0.2835	0.2835	0.2835	0.54925	0.54925	0.54925	0.54925	0.54925	5.264	5.264	5.264	5.264	5.264	2.7405	2.7405	2.7405	2.7405	2.7405
TARA_N000002303	SAMEA2731900	ERS493076	TARA_128	TARA_20110905T0229Z_128_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	180	2000	TARA_128_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110905T0229Z_128_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N180-2000_N000002303	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	12.8313-17.1403	P00DT03H14M	1	0.2835	0.2835	0.2835	0.2835	0.2835	0.54925	0.54925	0.54925	0.54925	0.54925	5.264	5.264	5.264	5.264	5.264	2.7405	2.7405	2.7405	2.7405	2.7405
TARA_N000002297	SAMEA2732035	ERS493070	TARA_128	TARA_20110905T0007Z_128_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_128_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110905T0007Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002297	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	3.0881-7.3967	P00DT00H52M	1	0.2715	0.2715	0.2715	0.2715	0.2715	0.53975	0.53975	0.53975	0.53975	0.53975	5.0815	5.0815	5.0815	5.0815	5.0815	2.668	2.668	2.668	2.668	2.668
TARA_N000002301	SAMEA2731987	ERS493066	TARA_128	TARA_20110904T2050Z_128_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_128_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110904T2050Z_128_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002301	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	8.4043-12.7002	P00DT02H24M	1	0.2715	0.2715	0.2715	0.2715	0.2715	0.53975	0.53975	0.53975	0.53975	0.53975	5.0815	5.0815	5.0815	5.0815	5.0815	2.668	2.668	2.668	2.668	2.668
TARA_N000001748	SAMEA2622415	ERS492277	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.8	0.8	TARA_110_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W>0.8_N000001748	"tara_20110521t2002z_110_event_cast,tara_20110521t1240z_110_event_cast"	2.8544-12.7625	P00DT01H01M	3	0.346	0.363	0.414	0.57375	0.627	0.828	0.853375	0.9295	1.013125	1.041	9.262	9.62175	10.701	11.64225	11.956	4.889	5.0185	5.407	5.82025	5.958
TARA_N000001762	SAMEA2731833	ERS492260	TARA_110	TARA_20110521T1607Z_110_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_110_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110521T1607Z_110_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001762	"tara_20110521t2002z_110_event_cast,tara_20110521t1240z_110_event_cast"	1.788-8.1413	P00DT03H29M	2	0.307	0.307	0.31925	0.3315	0.3315	0.751	0.751	0.77275	0.7945	0.7945	8.243	8.243	8.287	8.331	8.331	3.8555	3.8555	3.8635	3.8715	3.8715
TARA_N000001754	SAMEA2622393	ERS492245	TARA_110	TARA_20110521T1227Z_110_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_110_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110521T1227Z_110_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001754	"tara_20110521t1240z_110_event_cast,tara_20110521t2002z_110_event_cast"	0.4838-10.3855	P00DT00H10M	2	0.307	0.307	0.31925	0.3315	0.3315	0.751	0.751	0.77275	0.7945	0.7945	8.243	8.243	8.287	8.331	8.331	3.8555	3.8555	3.8635	3.8715	3.8715
TARA_N000001746	SAMEA2622389	ERS492241	TARA_110	TARA_20110521T1227Z_110_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_110_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110521T1227Z_110_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001746	"tara_20110521t1240z_110_event_cast,tara_20110521t2002z_110_event_cast"	0.4838-10.3855	P00DT00H10M	2	0.307	0.307	0.31925	0.3315	0.3315	0.751	0.751	0.77275	0.7945	0.7945	8.243	8.243	8.287	8.331	8.331	3.8555	3.8555	3.8635	3.8715	3.8715
TARA_N000001643	SAMEA2622159	ERS491923	TARA_100	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	177	174	180	3	3	TARA_100_DCM_3->	SEQ-(100L-or-15min)_W>3	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_DCM_(177m)_SEQ-(100L-or-15min)_W>3_N000001643	"tara_20110416t1306z_100_event_cast,tara_20110415t1312z_100_event_cast,tara_20110415t0122z_100_event_cast"	0.005172-4.4128	P00DT00H00M	2	0.131	0.131	0.131	0.131	0.131	2.68675	2.68675	2.68675	2.68675	2.68675	23.251	23.251	23.251	23.251	23.251	20.9015	20.9015	20.9015	20.9015	20.9015
TARA_N000001306	SAMEA2621789	ERS491431	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_093_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001306	"tara_20110312t1154z_093_event_cast,tara_20110312t1637z_093_event_cast,tara_20110313t1648z_093_event_cast"	0.96969-10.0898	P00DT00H15M	4	0.0375	0.0375	0.03975	0.042	0.042	0.5155	0.5155	0.52125	0.527	0.527	0.209	0.209	0.2115	0.214	0.214	0.1105	0.1105	0.1445	0.1785	0.1785
TARA_N000001372	SAMEA2621468	ERS490975	TARA_083	TARA_20101216T1158Z_083_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_083_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20101216T1158Z_083_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001372	tara_20101216t1154z_083_event_cast	1.2597	P00DT00H08M	1	0.198	0.198	0.198	0.198	0.198	1.176	1.176	1.176	1.176	1.176	10.86	10.86	10.86	10.86	10.86	0.936	0.936	0.936	0.936	0.936
TARA_N000000193	SAMEA2730995	ERS489489	TARA_051	TARA_20100511T0945Z_051_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	85	83	87	180	2000	TARA_051_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100511T0945Z_051_EVENT_NET_DCM_(85m)_SEQ-(500mL-or-15min)_N180-2000_N000000193	"tara_20100511t0915z_051_event_cast,tara_20100511t0350z_051_event_cast"	0.71689-3.0736	P00DT00H32M	2	0.0035	0.0035	0.01425	0.025	0.025	0.098	0.098	0.1035	0.109	0.109	0	0	0.0175	0.035	0.035	2.292	2.292	2.310375	2.32875	2.32875
TARA_N000000196	SAMEA2730769	ERS489476	TARA_051	TARA_20100511T0555Z_051_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_051_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100511T0555Z_051_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000196	"tara_20100511t0350z_051_event_cast,tara_20100511t0915z_051_event_cast"	1.9253-4.2855	P00DT02H05M	1	0	0	0	0	0	0.07325	0.07325	0.07325	0.07325	0.07325	0.138	0.138	0.138	0.138	0.138	1.8665	1.8665	1.8665	1.8665	1.8665
TARA_N000000189	SAMEA2731026	ERS489466	TARA_051	TARA_20100511T0405Z_051_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_051_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100511T0405Z_051_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000189	"tara_20100511t0350z_051_event_cast,tara_20100511t0915z_051_event_cast"	0.57059-1.8054	P00DT00H15M	1	0	0	0	0	0	0.07325	0.07325	0.07325	0.07325	0.07325	0.138	0.138	0.138	0.138	0.138	1.8665	1.8665	1.8665	1.8665	1.8665
TARA_N000000284	SAMEA2730863	ERS489314	TARA_047	TARA_20100416T0504Z_047_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_047_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100416T0504Z_047_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000284	tara_20100416t0444z_047_event_cast	1.0597	P00DT00H20M	1	0.001	0.001	0.001	0.001	0.001	0.093	0.093	0.093	0.093	0.093	0.018	0.018	0.018	0.018	0.018	2.284	2.284	2.284	2.284	2.284
TARA_G000000124	SAMEA2620403	ERS489312	TARA_047	TARA_20100416T0444Z_047_EVENT_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	53	57	0.8	20	TARA_047_DCM_0.8-20	SEQ-(100L-or-15min)_W0.8-20	TARA_20100416T0444Z_047_EVENT_CAST_DCM_(55m)_SEQ-(100L-or-15min)_W0.8-20_G000000124	tara_20100416t0444z_047_event_cast	0.003704	P00DT00H00M	2	0.006	0.006	0.006	0.006	0.006	0.165	0.165	0.199	0.233	0.233	0.221	0.221	0.221	0.221	0.221	2.64	2.64	2.8465	3.053	3.053
TARA_N000000270	SAMEA2730900	ERS489291	TARA_046	TARA_20100415T0604Z_046_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_046_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100415T0604Z_046_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000270	tara_20100415t0240z_046_event_cast	0.21546	P00DT03H25M	2	0.004	0.004	0.0045	0.005	0.005	0.099	0.099	0.102	0.105	0.105	0.045	0.045	0.047	0.049	0.049	1.935	1.935	1.947	1.959	1.959
TARA_N000000269	SAMEA2730898	ERS489289	TARA_046	TARA_20100415T0215Z_046_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_046_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100415T0215Z_046_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000269	tara_20100415t0240z_046_event_cast	0.015823	P00DT00H23M	2	0.004	0.004	0.0045	0.005	0.005	0.099	0.099	0.102	0.105	0.105	0.045	0.045	0.047	0.049	0.049	1.935	1.935	1.947	1.959	1.959
TARA_N000000268	SAMEA2620379	ERS489280	TARA_046	TARA_20100415T0201Z_046_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_046_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100415T0201Z_046_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000268	tara_20100415t0240z_046_event_cast	0.006677	P00DT00H37M	2	0.004	0.004	0.0045	0.005	0.005	0.099	0.099	0.102	0.105	0.105	0.045	0.045	0.047	0.049	0.049	1.935	1.935	1.947	1.959	1.959
TARA_N000000064	SAMEA2620139	ERS488980	TARA_040	TARA_20100322T0710Z_040_EVENT_CAST	[ZZZ] marine water layer (ENVO:01000295)	25	23	27	3	3	TARA_040_ZZZ_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T0710Z_040_EVENT_CAST_ZZZ_(25m)_SEQ-(100L-or-15min)_W>3_N000000064	"tara_20100322t0710z_040_event_cast,tara_20100322t0930z_040_event_cast,tara_20100322t0305z_040_event_cast,tara_20100322t1123z_040_event_cast,tara_20100322t1313z_040_event_cast"	0.006584-6.0607	P00DT00H00M	1	NA	NA	NA	NA	NA	0.235	0.235	0.235	0.235	0.235	0.035	0.035	0.035	0.035	0.035	1.19	1.19	1.19	1.19	1.19
TARA_A100000536	SAMEA2731167	ERS488468	TARA_022	TARA_20091116T1953Z_022_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_022_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20091116T1953Z_022_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_A100000536	tara_20091116t1332z_022_event_cast	2.6148	P00DT06H27M	2	0.06365	0.06365	0.070975	0.0783	0.0783	0.0098	0.0098	0.0133	0.0168	0.0168	0.2205	0.2205	0.23125	0.242	0.242	1.9618	1.9618	1.9913	2.0208	2.0208
TARA_N000003183	SAMEA2731011	ERS494136	TARA_144	TARA_20120129T2246Z_144_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_144_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120129T2246Z_144_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003183	"tara_20120129t2303z_144_event_cast,tara_20120131t0419z_144_event_cast"	1.2211-8.8985	P00DT00H20M	2	0.0115	0.0115	0.01375	0.016	0.016	0	0	0	0	0	NA	NA	NA	NA	NA	1.111	1.111	1.14325	1.1755	1.1755
TARA_N000003139	SAMEA2730950	ERS494049	TARA_143	TARA_20120116T1649Z_143_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_143_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120116T1649Z_143_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003139	"tara_20120116t1705z_143_event_cast,tara_20120116t1235z_143_event_cast"	1.6984-14.8635	P00DT00H14M	1	0.018	0.018	0.018	0.018	0.018	0.0065	0.0065	0.0065	0.0065	0.0065	0.061	0.061	0.061	0.061	0.061	1.256	1.256	1.256	1.256	1.256
TARA_N000003102	SAMEA2623506	ERS493999	TARA_142	TARA_20120109T2019Z_142_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	125	121	130	5	20	TARA_142_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20120109T2019Z_142_Combined-EVENTS_CAST_DCM_(125m)_SEQ-(500mL-or-15min)_W5-20_N000003102	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	13.7874-17.675	P00DT07H35M	1	0.0175	0.0175	0.0175	0.0175	0.0175	NA	NA	NA	NA	NA	0.0615	0.0615	0.0615	0.0615	0.0615	1.168	1.168	1.168	1.168	1.168
TARA_N000003003	SAMEA2732453	ERS493776	TARA_138	TARA_20111210T1934Z_138_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_138_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111210T1934Z_138_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003003	"tara_20111210t1725z_138_event_cast,tara_20111210t1401z_138_event_cast,tara_20111211t2040z_138_event_cast"	0.46219-13.2258	P00DT02H11M	1	0.003	0.003	0.003	0.003	0.003	0.1575	0.1575	0.1575	0.1575	0.1575	0.002	0.002	0.002	0.002	0.002	1.1855	1.1855	1.1855	1.1855	1.1855
TARA_N000001115	SAMEA2621827	ERS491478	TARA_093	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	5	20	TARA_093_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_DCM_(35m)_SEQ-(500mL-or-15min)_W5-20_N000001115	"tara_20110312t1637z_093_event_cast,tara_20110312t1154z_093_event_cast,tara_20110313t1648z_093_event_cast"	8.4814-17.693	P00DT03H00M	3	0.3495	0.3495	0.359	0.3685	0.3685	1.0365	1.0365	1.08725	1.138	1.138	5.9555	5.9555	6.80275	7.65	7.65	0.3515	0.3515	0.46	0.5685	0.5685
TARA_N000001376	SAMEA2621474	ERS490981	TARA_083	TARA_20101216T1158Z_083_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_083_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20101216T1158Z_083_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001376	tara_20101216t1154z_083_event_cast	1.2597	P00DT00H08M	1	0.198	0.198	0.198	0.198	0.198	1.176	1.176	1.176	1.176	1.176	10.86	10.86	10.86	10.86	10.86	0.936	0.936	0.936	0.936	0.936
TARA_N000000067	SAMEA2620172	ERS489013	TARA_040	TARA_20100322T1313Z_040_EVENT_CAST	[ZZZ] marine water layer (ENVO:01000295)	105	103	107	3	3	TARA_040_ZZZ_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T1313Z_040_EVENT_CAST_ZZZ_(105m)_SEQ-(100L-or-15min)_W>3_N000000067	"tara_20100322t1313z_040_event_cast,tara_20100322t1123z_040_event_cast,tara_20100322t1550z_040_event_cast,tara_20100322t0930z_040_event_cast,tara_20100322t0710z_040_event_cast"	0.005119-2.3535	P00DT00H00M	1	0.031	0.031	0.031	0.031	0.031	1.998	1.998	1.998	1.998	1.998	23.04	23.04	23.04	23.04	23.04	13.25	13.25	13.25	13.25	13.25
TARA_X000001043	SAMEA2619554	ERS488153	TARA_009	TARA_20090928T1659Z_009_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	55	50	60	5	20	TARA_009_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20090928T1659Z_009_EVENT_PUMP_DCM_(55m)_SEQ-(500mL-or-15min)_W5-20_X000001043	tara_20090923t1506z_007_event_cast	416.5024	P05DT01H52M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003179	SAMEA2623603	ERS494131	TARA_144	TARA_20120129T2001Z_144_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_144_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20120129T2001Z_144_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000003179	"tara_20120129t2303z_144_event_cast,tara_20120131t0419z_144_event_cast"	17.2242-24.9309	P00DT03H05M	2	0.0115	0.0115	0.01375	0.016	0.016	0	0	0	0	0	NA	NA	NA	NA	NA	1.111	1.111	1.14325	1.1755	1.1755
TARA_N000003151	SAMEA2623579	ERS494105	TARA_143	TARA_20120117T1507Z_143_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	300	296	305	0.8	3	TARA_143_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20120117T1507Z_143_Combined-EVENTS_CAST_MES_(300m)_SEQ-(100L-or-15min)_W0.8-3_N000003151	"tara_20120116t1705z_143_event_cast,tara_20120116t1235z_143_event_cast"	14.121-26.2536	P00DT22H01M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002172	SAMEA2623246	ERS493592	TARA_135	TARA_20111024T1707Z_135_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	650	646	655	0.8	3	TARA_135_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20111024T1707Z_135_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L-or-15min)_W0.8-3_N000002172	"tara_20111023t1724z_135_event_cast,tara_20111023t1430z_135_event_cast,tara_20111022t2040z_134_event_cast,tara_20111022t1508z_134_event_cast"	10.9362-49.0452	P00DT07H37M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002010	SAMEA2622679	ERS492686	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	598	602	0.8	3	TARA_122_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(100L-or-15min)_W0.8-3_N000002010	"tara_20110726t2114z_122_event_cast,tara_20110726t1739z_122_event_cast"	3.4432-4.8663	P00DT22H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001808	SAMEA2622511	ERS492393	TARA_111	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	350	346	355	0.8	3	TARA_111_MES_0.8-3	SEQ-(100L-or-15min)_W0.8-3	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MES_(350m)_SEQ-(100L-or-15min)_W0.8-3_N000001808	"tara_20110531t1803z_111_event_cast,tara_20110531t1416z_111_event_cast"	4.5711-4.5814	P00DT22H00M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000303	SAMEA2619981	ERS488780	TARA_037	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	596	605	0.8	5	TARA_037_MES_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MES_(600m)_SEQ-(100L-or-15min)_W0.8-5_N000000303	"tara_20100312t1036z_036_event_cast,tara_20100312t0620z_036_event_cast"	8.1998-8.8914	P00DT06H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
